movie_modified,genres,gross,budget,net_profit,title_year,imdb_score,image_url,dominant_colors_array,dominant_color
Friday,Comedy|Drama,28215918,3500000,24715918,1995,7.3,https://m.media-amazon.com/images/M/MV5BYmEwNjNlZTUtNzkwMS00ZTlhLTkyY2MtMjM2MzlmODQyZGVhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_.jpg,"[['#dc5935', 0.3474598163030999], ['#423238', 0.47297885572139303], ['#bdae90', 0.17956132797550708]]",#423238
3 Days to Kill,Action|Drama|Thriller,52597999,28000000,24597999,2014,6.2,https://m.media-amazon.com/images/M/MV5BMzM0MjE0Nzg1N15BMl5BanBnXkFtZTgwODA4ODE4MDE@._V1_.jpg,"[['#030202', 0.6199915899640237], ['#f3f1f2', 0.2961080222398729], ['#776a67', 0.08390038779610336]]",#030202
The Roommate,Drama|Thriller,40492759,16000000,24492759,2011,4.9,https://m.media-amazon.com/images/M/MV5BMjIwMzQwMzMwNF5BMl5BanBnXkFtZTcwNjE5MTUxNA@@._V1_.jpg,"[['#1d1c1b', 0.47262657154486254], ['#75645e', 0.3324831398109624], ['#c9c7bd', 0.1948902886441751]]",#1d1c1b
The Long Kiss Goodnight,Action|Crime|Drama,89456761,65000000,24456761,1996,6.8,https://m.media-amazon.com/images/M/MV5BNTkzOWZkN2QtNDJkYy00OTdjLThlNDQtNDg4MjMyMWE5Y2U5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#b7b4c5', 0.15199149388623073], ['#5d5a7f', 0.4178096757044125], ['#1e1d26', 0.43019883040935675]]",#1e1d26
Halloween II,Horror,39421467,15000000,24421467,2009,4.9,https://m.media-amazon.com/images/M/MV5BMjE2OTEzODI0NF5BMl5BanBnXkFtZTcwMTE4MTY2Mg@@._V1_.jpg,"[['#131210', 0.7039527334112453], ['#c5c3be', 0.08461758213219063], ['#71584a', 0.21142968445656407]]",#131210
Halloween II,Horror,39421467,15000000,24421467,2009,4.9,https://m.media-amazon.com/images/M/MV5BMjE2OTEzODI0NF5BMl5BanBnXkFtZTcwMTE4MTY2Mg@@._V1_.jpg,"[['#131210', 0.7039527334112453], ['#c5c3be', 0.08461758213219063], ['#71584a', 0.21142968445656407]]",#131210
Her,Drama|Romance|Sci-Fi,47351251,23000000,24351251,2013,8,https://m.media-amazon.com/images/M/MV5BMjA1Nzk0OTM2OF5BMl5BanBnXkFtZTgwNjU2NjEwMDE@._V1_.jpg,"[['#541b1a', 0.2566549798727438], ['#bd1437', 0.44203090507726267], ['#b07667', 0.3013141150499935]]",#bd1437
Baby Geniuses,Comedy|Crime|Family,36341959,12000000,24341959,1999,2.6,https://m.media-amazon.com/images/M/MV5BZmRhMWVmOTQtNjUwMS00MzEwLWFkNWQtNWJlMTk3NDcyYzM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"[['#dfa57f', 0.41460581750511616], ['#37271e', 0.19149032962924262], ['#ece3d1', 0.3939038528656412]]",#dfa57f
Sicko,Documentary|Drama,33105392,9000000,24105392,2007,8,https://m.media-amazon.com/images/M/MV5BYmY4MzY5NDQtZjI5Ni00NjQ2LTg0YjUtNGJhNmFkN2Y3ODEyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_.jpg,"[['#30231c', 0.5204091456077016], ['#988172', 0.2056317689530686], ['#f7f3ed', 0.27395908543922987]]",#30231c
T2 Trainspotting,Drama,42091497,18000000,24091497,2017,7.2,https://m.media-amazon.com/images/M/MV5BMjI0MTE1ODkzMl5BMl5BanBnXkFtZTgwMTQ1MTg5MDI@._V1_.jpg,"[['#9c6c52', 0.27572910071454415], ['#2a2a2a', 0.4401625814037627], ['#e4e4e3', 0.2841083178816932]]",#2a2a2a
Awake,Crime|Drama|Mystery,32685679,8600000,24085679,2007,6.5,https://m.media-amazon.com/images/M/MV5BMjE3NDczNTIyOV5BMl5BanBnXkFtZTcwMDQwMjU1MQ@@._V1_.jpg,"[['#605c64', 0.12117767537122376], ['#dbd2cb', 0.05591056494282301], ['#080709', 0.8229117596859532]]",#080709
The Mexican,Adventure|Comedy|Crime,81000000,57000000,24000000,2001,6.1,https://m.media-amazon.com/images/M/MV5BNWIxZTExZjctZjA5ZC00NGQ2LTk4M2YtMWIyMGM2NzRlNWVkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,"[['#ccb06f', 0.42516535789791604], ['#faf8ee', 0.4341165810933253], ['#2d261a', 0.1407180610087587]]",#faf8ee
Ex Machina,Drama|Mystery|Sci-Fi,38978784,15000000,23978784,2014,7.7,https://m.media-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_.jpg,"[['#060606', 0.9025606060606061], ['#724041', 0.06987022397891963], ['#c3bebe', 0.02756916996047431]]",#060606
The Hurricane,Biography|Drama|Sport,73956241,50000000,23956241,1999,7.6,https://m.media-amazon.com/images/M/MV5BMTA3OTYxMzg0MDFeQTJeQWpwZ15BbWU4MDY1MjY0MTEx._V1_.jpg,"[['#141212', 0.6244172185017133], ['#e28938', 0.1034745323705086], ['#7b2517', 0.27210824912777815]]",#141212
A Separation,Drama|Thriller,24426169,500000,23926169,2011,8.3,https://m.media-amazon.com/images/M/MV5BMTYzMzU4NDUwOF5BMl5BanBnXkFtZTcwMTM5MjA5Ng@@._V1_.jpg,"[['#c8ae93', 0.21719530166178702], ['#302219', 0.46085324760736696], ['#8a7661', 0.321951450730846]]",#302219
The Five-Year Engagement,Comedy|Romance,53909751,30000000,23909751,2012,6.2,https://m.media-amazon.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_.jpg,"[['#f8f7f4', 0.4518301007371563], ['#332f26', 0.16233231672847323], ['#ae9890', 0.3858375825343705]]",#f8f7f4
The Change-Up,Comedy|Fantasy,75828267,52000000,23828267,2011,6.3,https://m.media-amazon.com/images/M/MV5BMTk3NTM4NDg3OF5BMl5BanBnXkFtZTcwNDk3MzEwNQ@@._V1_.jpg,"[['#0a889f', 0.17966418121382055], ['#553b31', 0.3813840476890376], ['#d9b99b', 0.43895177109714184]]",#d9b99b
The Amityville Horror,Horror,42813762,19000000,23813762,2005,6,https://m.media-amazon.com/images/M/MV5BMzc1Njc2NDc3NV5BMl5BanBnXkFtZTYwODYyNzI3._V1_.jpg,"[['#414537', 0.17723343767050512], ['#070908', 0.7458289061826954], ['#a1a286', 0.07693765614679952]]",#070908
The One,Action|Sci-Fi|Thriller,72689126,49000000,23689126,2001,5.9,https://m.media-amazon.com/images/M/MV5BNzY4YmUzMDAtMDYyZS00MTBmLWEzZDAtOGY3MDE2YjJkMGUxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#1641a9', 0.34628170046938966], ['#0f1227', 0.5144665351527107], ['#aacfec', 0.1392517643778996]]",#0f1227
Airlift,Drama|History,28000000,4400000,23600000,2016,8.1,https://m.media-amazon.com/images/M/MV5BMGE1ZTkyOTMtMTdiZS00YzI2LTlmYWQtOTE5YWY0NWVlNjlmXkEyXkFqcGdeQXVyNjQ3ODkxMjE@._V1_.jpg,"[['#ac713c', 0.3350439090947404], ['#392112', 0.3963776972353338], ['#e8d3aa', 0.2685783936699258]]",#392112
The Host,Action|Adventure|Drama,63327201,40000000,23327201,2013,5.9,https://m.media-amazon.com/images/M/MV5BMjMwNDg1MTAzNV5BMl5BanBnXkFtZTcwNTk5ODI3OA@@._V1_.jpg,"[['#161513', 0.600664], ['#9a6c41', 0.16390933333333332], ['#afc1c6', 0.23542666666666667]]",#161513
The Other Boleyn Girl,Biography|Drama|History,78269970,55000000,23269970,2008,6.7,https://m.media-amazon.com/images/M/MV5BMTY2NzkyMzY1OF5BMl5BanBnXkFtZTcwMjk1MDU1MQ@@._V1_.jpg,"[['#0e100c', 0.6865854930385358], ['#daa485', 0.10942796057777546], ['#365a35', 0.2039865463836888]]",#0e100c
Room,Drama|Thriller,36262783,13000000,23262783,2015,8.2,https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg,"[['#64869a', 0.3084876543209877], ['#adcadb', 0.2991498056698674], ['#33302e', 0.39236254000914494]]",#33302e
Killers,Action|Comedy|Romance,98159963,75000000,23159963,2010,5.4,https://m.media-amazon.com/images/M/MV5BMTU0NDIwOTcwOV5BMl5BanBnXkFtZTcwNjU3NTQ0Mw@@._V1_.jpg,"[['#241e1b', 0.053676641134141924], ['#fefdfd', 0.7906044221804851], ['#b78487', 0.15571893668537293]]",#fefdfd
The Mothman Prophecies,Drama|Horror|Mystery,55157539,32000000,23157539,2002,6.5,https://m.media-amazon.com/images/M/MV5BMjVmNDNjYWYtNzk0Mi00ZTU4LTljNDYtNDczZDE4NGMzZmQwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#030303', 0.7026063619599578], ['#f3f5f8', 0.23523116438356165], ['#625f67', 0.062162473656480505]]",#030303
A Very Long Engagement,Drama|Mystery|Romance,70115868,47000000,23115868,2004,7.7,https://m.media-amazon.com/images/M/MV5BZWI4ZTgwMzktNjk3Yy00OTlhLTg3YTAtMTA1MWVlMWJiOTRiXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,"[['#eaa75e', 0.28335767790262173], ['#341a14', 0.41464606741573035], ['#a8592c', 0.3019962546816479]]",#341a14
The Shadow,Action|Adventure|Crime,48055248,25000000,23055248,1994,6,https://m.media-amazon.com/images/M/MV5BOTA2YTFhZGUtZjM3YS00Y2I4LThlMmEtZmNjMTJiNzE2ZGYzXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,"[['#2f4059', 0.19344555456206508], ['#0e0b11', 0.7348715157641021], ['#a78a80', 0.07168292967383276]]",#0e0b11
Hollow Man,Action|Horror|Sci-Fi,118000000,95000000,23000000,2000,5.7,https://m.media-amazon.com/images/M/MV5BZTM1MjM2Y2QtOTMyOS00ZTE4LWFiZTEtMjBjMjg3NmE0ZjMxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#f9f8f8', 0.494858029721793], ['#121112', 0.38663785886442315], ['#84716e', 0.11850411141378388]]",#f9f8f8
Killing Them Softly,Crime|Drama|Thriller,37930465,15000000,22930465,2012,6.2,https://m.media-amazon.com/images/M/MV5BODk3MDg2NDk5M15BMl5BanBnXkFtZTcwMjcxMjMzOA@@._V1_.jpg,"[['#030303', 0.78468861228702], ['#f8f9f9', 0.15019902697921272], ['#747576', 0.0651123607337672]]",#030303
The Transporter,Action|Crime|Thriller,43928932,21000000,22928932,2002,6.8,https://m.media-amazon.com/images/M/MV5BMTk2NDc2MDAxN15BMl5BanBnXkFtZTYwNDc1NDY2._V1_.jpg,"[['#140f0d', 0.4256702277766579], ['#fafaf8', 0.44380876720774987], ['#a17747', 0.13052100501559222]]",#fafaf8
The Wind that Shakes the Barley,Drama|War,22889018,,22889018,2006,7.5,https://m.media-amazon.com/images/M/MV5BYTE0ZGE4YTItZTE2NC00MzZjLTkyMWUtMTZiODAwNTRlNDk4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#6c6a5c', 0.31405138339920946], ['#120f0c', 0.509324769433465], ['#e1ddd8', 0.17662384716732543]]",#120f0c
St. Trinian's,Comedy|Family,29830239,7000000,22830239,2007,5.8,https://m.media-amazon.com/images/M/MV5BMTg5MjIwMzgwNF5BMl5BanBnXkFtZTcwOTg3NzI3Mg@@._V1_.jpg,"[['#eee0ad', 0.1635388616717958], ['#421e1a', 0.21379541263124546], ['#f5cb2e', 0.6226657256969588]]",#f5cb2e
The Reaping,Horror|Thriller,62771059,40000000,22771059,2007,5.7,https://m.media-amazon.com/images/M/MV5BMTkwODE2NTYzMV5BMl5BanBnXkFtZTcwOTIxMjI0MQ@@._V1_.jpg,"[['#913b37', 0.5572746959853406], ['#160e0e', 0.28580376478427455], ['#d7b779', 0.15692153923038482]]",#913b37
Child's Play 2,Horror|Thriller,35763605,13000000,22763605,1990,5.8,https://m.media-amazon.com/images/M/MV5BM2Y0NGNiNGItYzYzOS00NDk0LTkzNWUtMGZjMjc1NWM4MzE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#f4e8e3', 0.14232275132275132], ['#0d0b16', 0.6677738095238095], ['#8c4942', 0.18990343915343916]]",#0d0b16
Heartbreakers,Comedy|Crime|Romance,57756408,35000000,22756408,2001,6.2,https://m.media-amazon.com/images/M/MV5BMTQ2NjE3NjQzOF5BMl5BanBnXkFtZTcwMDIwOTA0NA@@._V1_.jpg,"[['#403f3e', 0.15982691353990192], ['#faf9f9', 0.4428955146011243], ['#d68582', 0.39727757185897383]]",#faf9f9
Halloween: Resurrection,Horror|Thriller,37664855,15000000,22664855,2002,4.1,https://m.media-amazon.com/images/M/MV5BODczZDMxNTMtZDIxOC00YWEzLWJkMmEtZjczNGUwZDA2NTNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#14120a', 0.6312259774685222], ['#b4ae9d', 0.17671570576540754], ['#5e5542', 0.19205831676607024]]",#14120a
Lord of War,Crime|Drama|Thriller,72617068,50000000,22617068,2005,7.6,https://m.media-amazon.com/images/M/MV5BMTYzZWE3MDAtZjZkMi00MzhlLTlhZDUtNmI2Zjg3OWVlZWI0XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_.jpg,"[['#2a1711', 0.3469499170812604], ['#faf8f4', 0.49255787728026534], ['#ae8164', 0.1604922056384743]]",#faf8f4
Fat Albert,Comedy|Family|Fantasy,48551322,26000000,22551322,2004,4.4,https://m.media-amazon.com/images/M/MV5BMTg2MzYxMDI2M15BMl5BanBnXkFtZTYwNTAzNTM3._V1_.jpg,"[['#d31930', 0.40106251615311717], ['#f8f3f2', 0.40296930189817076], ['#2a2c48', 0.19596818194871204]]",#f8f3f2
Cat on a Hot Tin Roof,Drama,25472824,3000000,22472824,1958,8,https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg,"[['#f9f3d2', 0.38204603580562657], ['#f6c119', 0.5024776214833759], ['#694027', 0.11547634271099744]]",#f6c119
The Hills Have Eyes II,Action|Horror|Thriller,37466538,15000000,22466538,2007,5.1,https://m.media-amazon.com/images/M/MV5BMTczNTA2MzAzMF5BMl5BanBnXkFtZTYwNTkzMzc2._V1_.jpg,"[['#350b04', 0.5480347013680347], ['#813811', 0.35804137470804137], ['#d29543', 0.09392392392392393]]",#350b04
The Tree of Life,Drama|Fantasy,54303319,32000000,22303319,2011,6.8,https://m.media-amazon.com/images/M/MV5BMTMwNjQ0NjMzN15BMl5BanBnXkFtZTcwNjMxMTkyNA@@._V1_.jpg,"[['#73483b', 0.5007029989015424], ['#b99081', 0.3752627051201578], ['#f1e2da', 0.12403429597829986]]",#73483b
Down to Earth,Comedy|Fantasy,71186502,49000000,22186502,2001,5.4,https://m.media-amazon.com/images/M/MV5BNzNmODQ5N2QtMzEwMy00MjRmLWE1MzEtZmUyZmQ3ZmIzYmMwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#adbacb', 0.3281822013487476], ['#7d383d', 0.10501866570327553], ['#e8e8ed', 0.5667991329479769]]",#e8e8ed
Reign of Fire,Action|Adventure|Fantasy,82150183,60000000,22150183,2002,6.2,https://m.media-amazon.com/images/M/MV5BZTU1ZGE0NmUtZWZjYS00YTI2LTkyMDItNGJlNDM3NjhkMDEwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,"[['#9f3413', 0.3064890747602441], ['#ee9f33', 0.16278743461203138], ['#270a05', 0.5307234906277245]]",#270a05
Predator 2,Action|Horror|Sci-Fi,57120318,35000000,22120318,1990,6.3,https://m.media-amazon.com/images/M/MV5BNThjZjI4NTgtZDk4Mi00ZjI1LWExZGUtNTRkOWY1ZTY3M2FlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#c18f96', 0.14769006622516556], ['#231d21', 0.5822357615894039], ['#4c5594', 0.27007417218543045]]",#231d21
Freedom Writers,Biography|Crime|Drama,43090741,21000000,22090741,2007,7.6,https://m.media-amazon.com/images/M/MV5BMTIxMzExNTgxMV5BMl5BanBnXkFtZTcwNDUxODM0MQ@@._V1_.jpg,"[['#0c0605', 0.7010113107119095], ['#ebdec6', 0.15617431803060547], ['#96673b', 0.14281437125748503]]",#0c0605
The Apartment,Comedy|Drama|Romance,25000000,3000000,22000000,1960,8.3,https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_.jpg,"[['#f80502', 0.7985087759922197], ['#e1eab9', 0.1541124438475432], ['#240907', 0.04737878016023711]]",#f80502
The Adventures of Sharkboy and Lavagirl 3-D,Action|Adventure|Comedy,71992655,50000000,21992655,2005,3.6,https://m.media-amazon.com/images/M/MV5BMTM1NzI3OTAwMl5BMl5BanBnXkFtZTcwMTI3ODkyMQ@@._V1_.jpg,"[['#d4b7a3', 0.2758380062305296], ['#220e1a', 0.5134517133956387], ['#4f66a9', 0.21071028037383177]]",#220e1a
Inside Llewyn Davis,Comedy|Drama|Music,32935319,11000000,21935319,2013,7.5,https://m.media-amazon.com/images/M/MV5BMjAxNjcyNDQxM15BMl5BanBnXkFtZTgwNzU2NDA0MDE@._V1_.jpg,"[['#cbc6b4', 0.684165747144071], ['#7a8480', 0.20362102589218278], ['#32312f', 0.11221322696374622]]",#cbc6b4
Lake Placid,Action|Comedy|Horror,56870414,35000000,21870414,1999,5.7,https://m.media-amazon.com/images/M/MV5BNTYwYjlkYzUtNmU2YS00NmI0LTk2YTgtYmZkYWEzNDc5NzEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#211e25', 0.5994444444444444], ['#bfc0d2', 0.12451028806584362], ['#5d6080', 0.2760452674897119]]",#211e25
High Crimes,Crime|Drama|Mystery,63781100,42000000,21781100,2002,6.4,https://m.media-amazon.com/images/M/MV5BMTM3MDkyNDMyMV5BMl5BanBnXkFtZTYwMDI3Nzc3._V1_.jpg,"[['#0a0302', 0.672888040392876], ['#eab692', 0.13873747142605944], ['#944f36', 0.1883744881810646]]",#0a0302
The Big Parade,Drama|Romance|War,22000000,245000,21755000,1925,8.2,https://m.media-amazon.com/images/M/MV5BNjY2MTA1MjExNV5BMl5BanBnXkFtZTgwNzQ2ODAyMjE@._V1_.jpg,"[['#dbd3b8', 0.2796319018404908], ['#976d4d', 0.3711104294478528], ['#191328', 0.3492576687116564]]",#976d4d
Poseidon,Action|Adventure|Drama,181674817,160000000,21674817,2006,5.7,https://m.media-amazon.com/images/M/MV5BMTIwOTMwODM2Nl5BMl5BanBnXkFtZTYwMDY5NjU3._V1_.jpg,"[['#2b5e94', 0.3881625853739797], ['#7ebadf', 0.23206063634849242], ['#141f3e', 0.3797767782775279]]",#2b5e94
A Haunted House 2,Comedy|Fantasy,25340200,4000000,21340200,2014,4.7,https://m.media-amazon.com/images/M/MV5BMTQ4Njc2MTY4OF5BMl5BanBnXkFtZTgwNTQyNTg1MTE@._V1_.jpg,"[['#a89e9a', 0.12274050489939094], ['#0c0a08', 0.6570309136863282], ['#5a4440', 0.2202285814142809]]",#0c0a08
Eddie the Eagle,Biography|Comedy|Drama,44128165,23000000,21128165,2015,7.4,https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_.jpg,"[['#8cb5d0', 0.46938940137134233], ['#e2b541', 0.2546741435615868], ['#394663', 0.2759364550670709]]",#8cb5d0
Eddie the Eagle,Biography|Comedy|Drama,44128165,23000000,21128165,2015,7.4,https://m.media-amazon.com/images/M/MV5BMTUxOTc5MTU1NF5BMl5BanBnXkFtZTgwODYyNTA1NzE@._V1_.jpg,"[['#8cb5d0', 0.46938940137134233], ['#e2b541', 0.2546741435615868], ['#394663', 0.2759364550670709]]",#8cb5d0
Duplicity,Comedy|Crime|Romance,81079566,60000000,21079566,2009,6.2,https://m.media-amazon.com/images/M/MV5BMjE2MTg2MzU2NF5BMl5BanBnXkFtZTcwMTMyNjkxMg@@._V1_.jpg,"[['#060606', 0.2824516296584859], ['#fbfbfb', 0.644542267238021], ['#887766', 0.07300610310349305]]",#fbfbfb
Curious George,Adventure|Animation|Comedy,71052604,50000000,21052604,2006,6.5,https://m.media-amazon.com/images/M/MV5BODIxNzYxNDEzNl5BMl5BanBnXkFtZTgwMjA1NTM2MTI@._V1_.jpg,"[['#f7df03', 0.7437631476431632], ['#4a241e', 0.19988053499545513], ['#c29d70', 0.056356317361381636]]",#f7df03
Amour,Drama|Romance,29844753,8900000,20944753,2012,7.9,https://m.media-amazon.com/images/M/MV5BMTk1NTc3NDc4MF5BMl5BanBnXkFtZTcwNjYwNDk0OA@@._V1_.jpg,"[['#120a0d', 0.6430974979649059], ['#6f5350', 0.23188766280752532], ['#d8c0b5', 0.12501483922756873]]",#120a0d
Marie Antoinette,Biography|Drama|History,60862471,40000000,20862471,2006,6.4,https://m.media-amazon.com/images/M/MV5BMTA5MzFhMjAtMDJhMC00YzVhLTlkMzAtMDEyOGE0NjIzZTU2XkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_.jpg,"[['#472e26', 0.1636361370716511], ['#aba097', 0.6169657320872274], ['#be4d4b', 0.2193981308411215]]",#aba097
The Little Prince,Adventure|Animation|Drama,102057758,81200000,20857758,2015,7.7,https://m.media-amazon.com/images/M/MV5BNjg0OTM5OTQyNV5BMl5BanBnXkFtZTgwNDg5NDQ0NTE@._V1_.jpg,"[['#fceebc', 0.4307238877627227], ['#8a5e33', 0.2298810412888083], ['#ebc060', 0.339395070948469]]",#fceebc
Becoming Jane,Biography|Drama|Romance,37311672,16500000,20811672,2007,7.1,https://m.media-amazon.com/images/M/MV5BMTIzMjQyMDMxM15BMl5BanBnXkFtZTcwMjAwOTM1MQ@@._V1_.jpg,"[['#dde5e1', 0.32355155755455606], ['#bb9b7e', 0.4097984341162752], ['#3a1713', 0.26665000832916874]]",#bb9b7e
Sinbad: Legend of the Seven Seas,Adventure|Animation|Family,80767884,60000000,20767884,2003,6.7,https://m.media-amazon.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_.jpg,"[['#2b5692', 0.3821440415254848], ['#b3a198', 0.1337899214187874], ['#2c314e', 0.48406603705572776]]",#2c314e
The Forest,Horror|Mystery|Thriller,30687600,10000000,20687600,2016,4.8,https://m.media-amazon.com/images/M/MV5BMjAwMzQzNTc5OV5BMl5BanBnXkFtZTgwNDgyMTU2NzE@._V1_.jpg,"[['#ebe9df', 0.5959257682339875], ['#4b3c2b', 0.12207941503146982], ['#bfb4a4', 0.28199481673454274]]",#ebe9df
Apollo 18,Horror|Mystery|Sci-Fi,25562924,5000000,20562924,2011,5.2,https://m.media-amazon.com/images/M/MV5BMTk5MTk3OTk3OV5BMl5BanBnXkFtZTcwMzg4MzgxNg@@._V1_.jpg,"[['#def2ea', 0.3069558756287151], ['#151b1c', 0.5034465020576132], ['#6e928c', 0.1895976223136717]]",#151b1c
Cinderella Man,Biography|Drama|Sport,108539911,88000000,20539911,2005,8,https://m.media-amazon.com/images/M/MV5BODEyYmQxZjUtZGQ0NS00ZTAwLTkwOGQtNGY2NzEwMWE0MDc3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#24201c', 0.8216599839615076], ['#ccbdad', 0.08007016840417001], ['#8d6647', 0.09826984763432238]]",#24201c
Barry Lyndon,Adventure|Drama|History,31500000,11000000,20500000,1975,8.1,https://m.media-amazon.com/images/M/MV5BNmY0MWY2NDctZDdmMi00MjA1LTk0ZTQtZDMyZTQ1NTNlYzVjXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg,"[['#fefefd', 0.7923814589665653], ['#020202', 0.18145440729483284], ['#8a746d', 0.026164133738601825]]",#fefefd
Urban Legend,Horror|Mystery,34455157,14000000,20455157,1998,5.5,https://m.media-amazon.com/images/M/MV5BYWRlNDRiNWMtMjU4Yy00NDc5LWI1YTUtODNmN2ViOTMzN2EwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#251d22', 0.6607685185185185], ['#94524d', 0.28842245370370373], ['#d1b3b2', 0.05080902777777778]]",#251d22
The Ninth Gate,Mystery|Thriller,58401898,38000000,20401898,1999,6.7,https://m.media-amazon.com/images/M/MV5BM2Q1ZTFhMmYtNDljMS00Y2ZhLWE3M2QtMjYwYmFkYmJmMjI1XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,"[['#15110f', 0.8444100890780781], ['#eecca7', 0.051016210278982566], ['#9b4b28', 0.10457370064293933]]",#15110f
Before Midnight,Drama|Romance,23380979,3000000,20380979,2013,7.9,https://m.media-amazon.com/images/M/MV5BMjA5NzgxODE2NF5BMl5BanBnXkFtZTcwNTI1NTI0OQ@@._V1_.jpg,"[['#4f5053', 0.19385931564308972], ['#cee4f6', 0.5396235641280752], ['#93adc5', 0.266517120228835]]",#cee4f6
Dumb and Dumberer: When Harry Met Lloyd,Comedy,39267515,19000000,20267515,2003,3.4,https://m.media-amazon.com/images/M/MV5BMTcyMjk5MDQzM15BMl5BanBnXkFtZTYwNzYxNzk5._V1_.jpg,"[['#bb806f', 0.33305871212121213], ['#431f2c', 0.33548863636363635], ['#e5cecd', 0.3314526515151515]]",#431f2c
Project Almanac,Drama|Mystery|Sci-Fi,32248241,12000000,20248241,2015,6.4,https://m.media-amazon.com/images/M/MV5BMTUxMjQ2NjI4OV5BMl5BanBnXkFtZTgwODc2NjUwNDE@._V1_.jpg,"[['#1d2a32', 0.4436644111127002], ['#cacec9', 0.24227875011918382], ['#6a7b86', 0.31405683876811596]]",#1d2a32
Practical Magic,Comedy|Drama|Fantasy,68169816,48000000,20169816,1998,6.2,https://m.media-amazon.com/images/M/MV5BMzU4MmNkNGYtN2I1Zi00ZDEzLTlmZjItNWQ5NWI0NzcwZDQxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,"[['#ad6920', 0.3563785031322123], ['#160b09', 0.4529238377843719], ['#d6bb86', 0.19069765908341577]]",#160b09
Katy Perry: Part of Me,Documentary|Music,32151701,12000000,20151701,2012,5.9,https://m.media-amazon.com/images/M/MV5BMjI3MTMzNTU0OF5BMl5BanBnXkFtZTcwOTU4Njc4Nw@@._V1_.jpg,"[['#ac5a47', 0.3439986282578875], ['#dab79d', 0.3562357110196616], ['#3b1b20', 0.29976566072245087]]",#dab79d
Winnie the Pooh,Adventure|Animation|Comedy,50145607,30000000,20145607,2011,7.2,https://m.media-amazon.com/images/M/MV5BYzBlYTJkMGQtYzQ4MS00Zjk3LTk4MmEtYTZiNTEzNmRlMjUxXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_.jpg,"[['#fdfdfc', 0.8032943441887092], ['#5f421e', 0.11902054411324633], ['#b99550', 0.07768511169804447]]",#fdfdfc
Stay Alive,Fantasy|Horror|Sci-Fi,27105095,7000000,20105095,2006,5.1,https://m.media-amazon.com/images/M/MV5BMDcwOWUwNzAtZWYyZi00NmNjLWE3YTYtMDcxZTU2Y2QzMDNhXkEyXkFqcGdeQXVyNjQ4ODE4MzQ@._V1_.jpg,"[['#e8e8e6', 0.7432815896101108], ['#4a2c2b', 0.15728727828910297], ['#b1a3a1', 0.09943113210078622]]",#e8e8e6
